0.01,0.0,0.0,273.0,1.94571685791,0.214516416192
0.01,0.0,20.0,273.0,1.92329597473,0.214516431093
0.01,0.0,40.0,273.0,1.92359364033,0.214516431093
0.01,0.0,60.0,273.0,1.92653870583,0.214516431093
0.01,0.0,80.0,273.0,1.91516566277,0.214516431093
0.01,0.0,100.0,273.0,1.91929876804,0.214516431093
0.01,0.0,120.0,273.0,1.90374004841,0.214516431093
0.01,0.0,140.0,273.0,1.89695525169,0.214516431093
0.01,0.0,160.0,273.0,1.9069839716,0.240737214684
0.01,0.0,180.0,273.0,1.86799931526,0.247197419405
0.01,0.0,200.0,273.0,1.8593480587,0.24738740921
0.01,0.0,220.0,273.0,1.84807372093,0.247197404504
0.01,0.0,240.0,273.0,1.8418380022,0.267338007689
0.01,0.0,260.0,273.0,1.82302284241,0.266577988863
0.01,1.0,0.0,273.0,1.83100819588,0.267148017883
0.01,1.0,20.0,273.0,1.81075525284,0.266768008471
0.01,1.0,40.0,273.0,1.79887115955,0.28063839674
0.01,1.0,60.0,273.0,1.79458093643,0.285388559103
0.01,1.0,80.0,273.0,1.77498209476,0.285768568516
0.01,1.0,100.0,273.0,1.77233862877,0.29944896698
0.01,1.0,120.0,273.0,1.75676524639,0.303819090128
0.01,1.0,140.0,273.0,1.73837256432,0.321679651737
0.01,1.0,160.0,273.0,1.73327970505,0.320349603891
0.01,1.0,180.0,273.0,1.70490169525,0.343720316887
0.01,1.0,200.0,273.0,1.69524598122,0.34087023139
0.01,1.0,220.0,273.0,1.67746078968,0.350560486317
0.01,1.0,240.0,273.0,1.68335390091,0.342770248652
0.01,1.0,260.0,273.0,1.65029287338,0.362340867519
0.01,2.0,0.0,273.0,1.65699255466,0.360630810261
0.01,2.0,20.0,273.0,1.65983366966,0.35911077261
0.01,2.0,40.0,273.0,1.61937475204,0.378681391478
0.01,2.0,60.0,273.0,1.59080469608,0.396351873875
0.01,2.0,80.0,273.0,1.61189413071,0.368041038513
0.01,2.0,100.0,273.0,1.59676837921,0.390271693468
0.01,2.0,120.0,273.0,1.58669662476,0.376591295004
0.01,2.0,140.0,273.0,1.55323088169,0.40034198761
0.01,2.0,160.0,273.0,1.54719614983,0.401102006435
0.01,2.0,180.0,273.0,1.57089030743,0.398441940546
0.01,2.0,200.0,273.0,1.53891062737,0.413832366467
0.01,2.0,220.0,273.0,1.56662940979,0.391221761703
0.01,2.0,240.0,273.0,1.56679081917,0.396161854267
0.01,2.0,260.0,273.0,1.54015624523,0.414402425289
0.01,3.0,0.0,273.0,1.50049376488,0.434733003378
0.01,3.0,20.0,273.0,1.48989164829,0.434163033962
0.01,3.0,40.0,273.0,1.46481132507,0.44594335556
0.01,3.0,60.0,273.0,1.45950770378,0.447843432426
0.01,3.0,80.0,273.0,1.46217870712,0.438343137503
0.01,3.0,100.0,273.0,1.44209694862,0.456773668528
0.01,3.0,120.0,273.0,1.44671928883,0.449363470078
0.01,3.0,140.0,273.0,1.4231723547,0.458483695984
0.01,3.0,160.0,273.0,1.43435394764,0.45620366931
0.01,3.0,180.0,273.0,1.45930111408,0.44556337595
0.01,3.0,200.0,273.0,1.40338742733,0.47102406621
0.01,3.0,220.0,273.0,1.3929245472,0.470454066992
0.01,3.0,240.0,273.0,1.38711690903,0.470834076405
0.01,3.0,260.0,273.0,1.39955365658,0.467794001102
0.01,4.0,0.0,273.0,1.38530147076,0.476724267006
0.01,4.0,20.0,273.0,1.36605358124,0.48337444663
0.01,4.0,40.0,273.0,1.38645541668,0.477864295244
0.01,4.0,60.0,273.0,1.35387885571,0.490214675665
0.01,4.0,80.0,273.0,1.38397216797,0.482044398785
0.01,4.0,100.0,273.0,1.32988333702,0.493824779987
0.01,4.0,120.0,273.0,1.33991396427,0.494774848223
0.01,4.0,140.0,273.0,1.31955265999,0.499144911766
0.01,4.0,160.0,273.0,1.31519079208,0.498574912548
0.01,4.0,180.0,273.0,1.30392456055,0.511305272579
0.01,4.0,200.0,273.0,1.36191618443,0.481094360352
0.01,4.0,220.0,273.0,1.2944560051,0.502565026283
0.01,4.0,240.0,273.0,1.28531301022,0.515295445919
0.01,4.0,260.0,273.0,1.30344951153,0.504465103149
0.01,5.0,0.0,273.0,1.28304636478,0.512635350227
0.01,5.0,20.0,273.0,1.28224718571,0.51244533062
0.01,5.0,40.0,273.0,1.27034854889,0.524605691433
0.01,5.0,60.0,273.0,1.26332497597,0.518525540829
0.01,5.0,80.0,273.0,1.24279475212,0.524225711823
0.01,5.0,100.0,273.0,1.26341950893,0.52118563652
0.01,5.0,120.0,273.0,1.25077617168,0.531825900078
0.01,5.0,140.0,273.0,1.25673866272,0.521755576134
0.01,5.0,160.0,273.0,1.23067760468,0.535816073418
0.01,5.0,180.0,273.0,1.23005926609,0.535816073418
0.01,5.0,200.0,273.0,1.22368907928,0.533345937729
0.01,5.0,220.0,273.0,1.22608757019,0.53448599577
0.01,5.0,240.0,273.0,1.19958651066,0.543986260891
0.01,5.0,260.0,273.0,1.19805598259,0.547786355019
0.01,6.0,0.0,273.0,1.21694648266,0.531255841255
0.01,6.0,20.0,273.0,1.20661914349,0.54284620285
0.01,6.0,40.0,273.0,1.201192379,0.547026395798
0.01,6.0,60.0,273.0,1.2124581337,0.539806127548
0.01,6.0,80.0,273.0,1.18601918221,0.546646296978
0.01,6.0,100.0,273.0,1.17969655991,0.553486526012
0.01,6.0,120.0,273.0,1.19310617447,0.545506298542
0.01,6.0,140.0,273.0,1.17568778992,0.552726507187
0.01,6.0,160.0,273.0,1.17681264877,0.550256431103
0.01,6.0,180.0,273.0,1.17254507542,0.555386602879
0.01,6.0,200.0,273.0,1.1882622242,0.552156448364
0.01,6.0,220.0,273.0,1.18085861206,0.554246544838
0.01,6.0,240.0,273.0,1.1793961525,0.554626524448
